Date,Demand,Temperature,Holiday
2012-02-18,208.380953922,25.8,0
2012-02-19,226.37962987,29.0,0
2012-02-20,238.50135824,23.3,0
2012-02-21,236.78745435000002,24.1,0
2012-02-22,242.65987832000002,25.9,0
2012-02-23,249.533822648,24.8,0
2012-02-24,272.065857128,35.7,0
2012-02-25,267.429008882,36.3,0
2012-02-26,272.11905890599996,32.8,0
2012-02-27,253.556989398,24.8,0
2012-02-28,233.459567588,20.8,0
2012-02-29,232.6023715,23.2,0
2012-03-01,228.117349736,20.5,0
2012-03-02,214.07702272,22.7,0
2012-03-03,195.96173220999998,22.35,0
2012-03-04,201.885097266,25.8,0
2012-03-05,225.458425954,22.2,0
2012-03-06,226.961519708,21.9,0
2012-03-07,227.66611945199998,21.6,0
2012-03-08,228.23472523600003,21.4,0
2012-03-09,214.099785104,25.1,0
2012-03-10,187.804780196,21.6,0
2012-03-11,184.799846194,20.4,1
2012-03-12,204.09095406800003,23.1,1
2012-03-13,244.041543924,29.1,0
2012-03-14,261.33673518999996,31.6,0
2012-03-15,245.00688177,26.8,0
2012-03-16,210.376384226,23.1,0
2012-03-17,183.35044323,21.3,0
2012-03-18,198.071191868,22.4,0
2012-03-19,233.64200834599998,27.8,0
2012-03-20,242.704655,27.1,0
2012-03-21,223.97334720799998,20.0,0
2012-03-22,223.770453808,19.9,0
2012-03-23,214.35826856,17.0,0
2012-03-24,191.636992004,18.0,0
2012-03-25,204.24435502199998,18.2,0
2012-03-26,223.744954604,19.8,0
2012-03-27,223.824745712,20.0,0
2012-03-28,225.13067704800002,23.1,0
2012-03-29,227.17614133199996,25.4,0
2012-03-30,219.899188768,27.7,0
2012-03-31,189.141604834,28.8,0
2012-04-01,194.33358407799997,20.7,0
2012-04-02,224.898753474,24.8,0
2012-04-03,230.10899405400002,25.4,0
2012-04-04,229.53249810000003,24.9,0
2012-04-05,217.02490985600002,26.7,1
2012-04-06,186.33246929799998,28.1,1
2012-04-07,179.92435793400003,18.7,0
2012-04-08,179.984761658,19.2,1
2012-04-09,206.71175869799998,14.7,1
2012-04-10,230.21610008599998,16.75,0
2012-04-11,226.80373981999998,18.8,0
2012-04-12,224.408544452,22.8,0
2012-04-13,212.50170500200002,24.3,0
2012-04-14,188.03908569,24.5,0
2012-04-15,198.33935798,26.6,0
2012-04-16,225.930663404,20.4,0
2012-04-17,225.780737352,22.8,0
2012-04-18,228.660336198,24.1,0
2012-04-19,229.802076672,23.5,0
2012-04-20,214.934234856,22.2,0
2012-04-21,188.26894680799998,23.1,0
2012-04-22,196.66558264599996,23.0,0
2012-04-23,230.431652088,18.5,0
2012-04-24,232.788589992,15.0,1
2012-04-25,217.32246155999997,15.4,1
2012-04-26,235.11252995,17.3,0
2012-04-27,218.89809335599998,19.5,0
2012-04-28,192.931395336,21.1,0
2012-04-29,210.74702156200001,17.0,0
2012-04-30,234.40673048000002,18.3,0
2012-05-01,228.877332928,22.1,0
2012-05-02,247.10530031,14.4,0
2012-05-03,252.91427919400002,14.3,0
2012-05-04,232.73966895599997,16.4,0
2012-05-05,211.63079895200002,13.9,0
2012-05-06,219.30507258599997,15.8,0
2012-05-07,242.50271967800003,15.75,0
2012-05-08,229.17606865,20.0,0
2012-05-09,232.94676370000002,21.9,0
2012-05-10,233.16468919200003,20.5,0
2012-05-11,227.035696774,18.4,0
2012-05-12,212.08202570600002,15.6,0
2012-05-13,224.90824318999998,14.4,0
2012-05-14,251.26894061400003,16.3,0
2012-05-15,248.964263652,17.7,0
2012-05-16,248.45545017999999,16.3,0
2012-05-17,244.54246820199998,18.2,0
2012-05-18,233.273268962,16.8,0
2012-05-19,215.90570483599998,15.2,0
2012-05-20,228.876376544,16.3,0
2012-05-21,252.85904322,16.2,0
2012-05-22,249.856036454,18.1,0
2012-05-23,241.664123056,20.2,0
2012-05-24,251.81604829,15.4,0
2012-05-25,253.04266974799998,12.5,0
2012-05-26,215.49650236600002,15.5,0
2012-05-27,230.338049696,14.6,0
2012-05-28,257.206654448,15.0,0
2012-05-29,256.321276764,14.7,0
2012-05-30,257.750124328,14.4,0
2012-05-31,254.662397158,16.8,0
2012-06-01,244.65637474200003,17.4,0
2012-06-02,223.55926411400003,16.1,0
2012-06-03,234.9445052,13.4,0
2012-06-04,264.598717784,14.0,0
2012-06-05,264.569668518,12.3,0
2012-06-06,256.08578279799997,14.5,0
2012-06-07,257.430207848,13.8,0
2012-06-08,243.566082076,14.8,0
2012-06-09,216.787279286,12.6,0
2012-06-10,218.40024011399998,12.7,1
2012-06-11,235.03433996400003,11.5,1
2012-06-12,258.328713062,16.4,0
2012-06-13,254.59941495,16.4,0
2012-06-14,256.181159278,15.2,0
2012-06-15,238.920535294,16.2,0
2012-06-16,214.25495634199999,14.7,0
2012-06-17,229.051527894,15.0,0
2012-06-18,252.17464139399996,15.4,0
2012-06-19,259.950902222,14.0,0
2012-06-20,264.10366786400004,13.4,0
2012-06-21,271.16154984400004,11.0,0
2012-06-22,253.76648996,12.4,0
2012-06-23,222.411918908,13.4,0
2012-06-24,225.13789006200003,15.6,0
2012-06-25,258.46823939399997,15.3,0
2012-06-26,268.878967932,11.8,0
2012-06-27,264.640796638,13.2,0
2012-06-28,255.44634833,14.2,0
2012-06-29,244.228600846,13.6,0
2012-06-30,218.468116926,12.2,0
2012-07-01,237.09048563800002,10.3,0
2012-07-02,257.7848841,12.3,0
2012-07-03,255.70758432199997,14.0,0
2012-07-04,261.811366108,13.3,0
2012-07-05,262.22811906,13.1,0
2012-07-06,253.25063779799999,12.1,0
2012-07-07,226.92880274799998,13.5,0
2012-07-08,233.8863163,14.6,0
2012-07-09,251.151045878,15.8,0
2012-07-10,257.213576858,14.1,0
2012-07-11,251.214834618,15.4,0
2012-07-12,255.81272265,13.8,0
2012-07-13,237.366455338,14.5,0
2012-07-14,219.71610528399998,13.5,0
2012-07-15,224.90162721599998,14.9,0
2012-07-16,246.266356546,16.3,0
2012-07-17,245.275970938,16.1,0
2012-07-18,258.759304394,14.4,0
2012-07-19,254.274203748,14.2,0
2012-07-20,238.06770941599999,14.9,0
2012-07-21,208.11745107000002,16.7,0
2012-07-22,223.36462667799998,16.5,0
2012-07-23,251.64625188,15.4,0
2012-07-24,252.76979993799998,15.0,0
2012-07-25,252.35192800399997,15.0,0
2012-07-26,254.61171783,12.5,0
2012-07-27,242.74381399,13.7,0
2012-07-28,220.327833688,14.8,0
2012-07-29,232.17689571399998,12.1,0
2012-07-30,261.074542182,15.3,0
2012-07-31,259.574196518,14.8,0
2012-08-01,262.5557672,13.4,0
2012-08-02,262.84470858,12.0,0
2012-08-03,234.261213026,15.7,0
2012-08-04,208.50396286600002,15.8,0
2012-08-05,225.066394846,16.7,0
2012-08-06,257.471948152,13.2,0
2012-08-07,248.546423658,15.9,0
2012-08-08,264.53086604,10.7,0
2012-08-09,265.32771943200004,11.55,0
2012-08-10,241.396911864,14.4,0
2012-08-11,214.20276448,14.8,0
2012-08-12,227.02020120799997,14.1,0
2012-08-13,247.98267350999998,15.5,0
2012-08-14,259.90400126400004,14.4,0
2012-08-15,255.178683234,14.8,0
2012-08-16,251.68981844399997,14.1,0
2012-08-17,246.561730966,11.0,0
2012-08-18,221.10210344,13.0,0
2012-08-19,225.90308787599997,13.4,0
2012-08-20,250.621318878,13.1,0
2012-08-21,244.70637700799998,16.1,0
2012-08-22,234.115921546,20.3,0
2012-08-23,244.367868802,17.5,0
2012-08-24,240.99418174800002,13.7,0
2012-08-25,213.15155407799998,13.8,0
2012-08-26,223.74404275,14.8,0
2012-08-27,244.790478312,14.6,0
2012-08-28,236.381878986,17.2,0
2012-08-29,236.44096074,20.4,0
2012-08-30,253.371735224,13.2,0
2012-08-31,234.395196406,14.0,0
2012-09-01,206.340670568,14.5,0
2012-09-02,203.64928285800002,18.5,0
2012-09-03,226.048759784,21.5,0
2012-09-04,218.77590776199997,23.4,0
2012-09-05,227.575902474,19.9,0
2012-09-06,231.41080807600002,18.0,0
2012-09-07,229.837732394,14.8,0
2012-09-08,204.50432912,15.3,0
2012-09-09,206.223327566,17.9,0
2012-09-10,230.366957482,18.0,0
2012-09-11,224.834585682,21.4,0
2012-09-12,226.80225494999996,20.6,0
2012-09-13,239.94701621000004,13.6,0
2012-09-14,228.21443682,15.2,0
2012-09-15,200.33285061800004,15.5,0
2012-09-16,209.102707426,16.2,0
2012-09-17,233.1574659,16.5,0
2012-09-18,238.66130414600002,17.0,0
2012-09-19,229.89657005599997,17.2,0
2012-09-20,223.971397968,22.2,0
2012-09-21,217.85601218600002,17.7,0
2012-09-22,186.76957176800002,20.8,0
2012-09-23,198.946307786,18.8,0
2012-09-24,232.427988222,14.4,0
2012-09-25,225.54458455600002,17.9,0
2012-09-26,218.187281364,22.0,0
2012-09-27,217.85102330399997,26.1,0
2012-09-28,220.76949184799997,16.4,0
2012-09-29,202.617589204,13.2,0
2012-09-30,206.96187235,15.1,0
2012-10-01,225.536297012,17.6,0
2012-10-02,219.408700052,21.4,0
2012-10-03,216.885457442,27.0,0
2012-10-04,220.298847572,30.9,0
2012-10-05,208.699909296,17.8,0
2012-10-06,210.22501487399998,13.9,0
2012-10-07,210.87793567799997,15.1,0
2012-10-08,233.21339424200002,15.7,0
2012-10-09,231.10902270600002,17.6,0
2012-10-10,234.16956580599998,15.2,0
2012-10-11,243.72083969,13.1,0
2012-10-12,220.852098064,14.7,0
2012-10-13,191.50265648,16.6,0
2012-10-14,190.90895509399996,21.5,0
2012-10-15,216.590459002,26.2,0
2012-10-16,225.915541806,20.4,0
2012-10-17,223.563134018,16.3,0
2012-10-18,221.35585255,20.9,0
2012-10-19,209.282934408,27.8,0
2012-10-20,182.897373342,21.2,0
2012-10-21,200.93557997199997,18.7,0
2012-10-22,220.254528282,17.9,0
2012-10-23,217.29651159000002,22.1,0
2012-10-24,218.435635346,22.5,0
2012-10-25,220.337686288,20.9,0
2012-10-26,211.94136591599997,15.3,0
2012-10-27,190.28029574000004,15.1,0
2012-10-28,193.777200954,18.0,0
2012-10-29,218.698507432,26.1,0
2012-10-30,230.926965716,31.5,0
2012-10-31,230.651394006,30.0,0
2012-11-01,222.407004368,15.5,0
2012-11-02,206.833436162,16.6,0
2012-11-03,180.977045532,22.9,0
2012-11-04,193.22384472,28.9,0
2012-11-05,205.814240308,26.3,1
2012-11-06,199.21317158000002,22.5,1
2012-11-07,218.297204096,19.4,0
2012-11-08,215.19917833999997,22.8,0
2012-11-09,203.183574494,17.8,0
2012-11-10,178.31235543199998,20.3,0
2012-11-11,192.779662938,27.2,0
2012-11-12,216.49328924000002,25.9,0
2012-11-13,216.237315878,19.7,0
2012-11-14,215.90910132000002,18.9,0
2012-11-15,220.834286994,19.3,0
2012-11-16,206.28981711,18.4,0
2012-11-17,184.522189254,18.5,0
2012-11-18,194.01737065,19.1,0
2012-11-19,217.218424306,23.8,0
2012-11-20,226.13735749,28.0,0
2012-11-21,219.46577514600003,20.2,0
2012-11-22,219.925537236,20.9,0
2012-11-23,211.172732568,27.4,0
2012-11-24,201.105975826,34.1,0
2012-11-25,201.224432598,21.4,0
2012-11-26,224.69996276,21.1,0
2012-11-27,227.550054584,22.6,0
2012-11-28,251.75256415400003,31.4,0
2012-11-29,305.41714544800004,39.2,0
2012-11-30,236.231023354,26.0,0
2012-12-01,190.95354309399997,27.1,0
2012-12-02,192.937894094,20.1,0
2012-12-03,214.01876811399998,21.0,0
2012-12-04,214.290525792,18.0,0
2012-12-05,219.121682512,17.7,0
2012-12-06,219.11856582400003,23.2,0
2012-12-07,227.807972316,30.3,0
2012-12-08,210.02006638199998,36.7,0
2012-12-09,193.34165672199998,20.2,0
2012-12-10,218.62210450999999,21.8,0
2012-12-11,233.62433043599998,28.2,0
2012-12-12,271.29576026800004,33.9,0
2012-12-13,265.27336181,34.8,0
2012-12-14,222.42212415000003,22.4,0
2012-12-15,191.645580548,24.3,0
2012-12-16,194.66848153200002,22.9,0
2012-12-17,217.71749748999997,21.5,0
2012-12-18,231.942801438,27.5,0
2012-12-19,232.23317437,32.4,0
2012-12-20,212.65142236000003,22.2,0
2012-12-21,195.979586054,21.9,0
2012-12-22,196.242275512,32.5,0
2012-12-23,245.001328552,37.8,0
2012-12-24,188.06694821,25.2,1
2012-12-25,160.347108184,20.8,1
2012-12-26,176.74682895599997,23.3,1
2012-12-27,194.603921788,30.2,0
2012-12-28,180.934882676,21.2,0
2012-12-29,171.728125748,22.5,0
2012-12-30,174.704751536,20.9,0
2012-12-31,180.245297912,23.9,1
2013-01-01,183.158806756,24.5,1
2013-01-02,200.120881086,24.9,0
2013-01-03,258.08856368,36.7,0
2013-01-04,289.746824946,40.6,0
2013-01-05,203.29496289600002,25.1,0
2013-01-06,208.35902997600002,25.2,0
2013-01-07,258.87895493400003,29.3,0
2013-01-08,224.525634258,30.0,0
2013-01-09,206.53292479200002,20.2,0
2013-01-10,224.41487510000002,28.9,0
2013-01-11,236.071042938,38.2,0
2013-01-12,183.08102711,23.9,0
2013-01-13,188.51876976399996,20.7,0
2013-01-14,212.286444464,23.8,0
2013-01-15,228.06269862599999,26.4,0
2013-01-16,237.43070432,26.8,0
2013-01-17,295.64630392,40.4,0
2013-01-18,223.49054357400001,24.1,0
2013-01-19,186.84213429000002,22.8,0
2013-01-20,207.999837802,24.3,0
2013-01-21,243.0391743,24.5,0
2013-01-22,229.987013048,25.3,0
2013-01-23,228.67740293600002,25.2,0
2013-01-24,275.498867004,36.0,0
2013-01-25,218.508436174,25.4,0
2013-01-26,185.988547632,20.6,0
2013-01-27,186.586276642,23.3,1
2013-01-28,202.471393384,24.1,1
2013-01-29,217.26812211200001,21.3,0
2013-01-30,228.770482576,28.3,0
2013-01-31,226.32226591000003,23.7,0
2013-02-01,204.12794190799997,20.9,0
2013-02-02,184.24580782799998,21.3,0
2013-02-03,200.43775319800002,25.2,0
2013-02-04,224.00917541,22.1,0
2013-02-05,240.787033878,29.8,0
2013-02-06,277.992220814,36.9,0
2013-02-07,262.086237142,30.0,0
2013-02-08,235.86189130199998,29.3,0
2013-02-09,201.97699193399998,29.5,0
2013-02-10,197.61067243600002,22.9,0
2013-02-11,229.24894851800002,25.4,0
2013-02-12,235.969517786,25.3,0
2013-02-13,256.14400025000003,32.6,0
2013-02-14,259.22559767399997,32.5,0
2013-02-15,248.842400096,31.1,0
2013-02-16,232.86704246600002,34.1,0
2013-02-17,255.49610305800002,34.7,0
2013-02-18,298.97217064,36.4,0
2013-02-19,231.03969506800001,20.0,0
2013-02-20,237.174983884,29.1,0
2013-02-21,249.994791066,31.8,0
2013-02-22,243.539933356,32.2,0
2013-02-23,224.207645604,31.2,0
2013-02-24,251.62957409999996,34.2,0
2013-02-25,271.169450858,28.6,0
2013-02-26,251.637968054,27.0,0
2013-02-27,231.230330648,27.1,0
2013-02-28,212.697143996,20.9,0
2013-03-01,201.16006983399996,24.3,0
2013-03-02,183.460774808,26.4,0
2013-03-03,209.03590683,27.2,0
2013-03-04,252.43886545400002,31.5,0
2013-03-05,263.593063846,33.0,0
2013-03-06,281.574977644,33.3,0
2013-03-07,289.961918528,34.7,0
2013-03-08,276.403473236,32.7,0
2013-03-09,251.063346472,35.4,0
2013-03-10,238.25951944800002,34.8,1
2013-03-11,279.601987914,36.3,1
2013-03-12,316.222138122,36.0,0
2013-03-13,239.703706598,25.9,0
2013-03-14,228.248873318,24.1,0
2013-03-15,214.233316476,23.1,0
2013-03-16,188.857893026,22.9,0
2013-03-17,200.626241794,19.8,0
2013-03-18,223.031921954,21.2,0
2013-03-19,224.120046094,23.2,0
2013-03-20,234.46223444600002,28.4,0
2013-03-21,225.57371074,23.2,0
2013-03-22,211.31864759,19.9,0
2013-03-23,189.857680546,23.9,0
2013-03-24,202.513994986,25.0,0
2013-03-25,228.103546186,23.4,0
2013-03-26,246.68475663799995,31.0,0
2013-03-27,262.79729075,35.4,0
2013-03-28,201.04703826,21.0,1
2013-03-29,179.840405872,19.0,1
2013-03-30,181.52813074600002,22.2,0
2013-03-31,179.46394819199998,19.1,1
2013-04-01,194.34974307200002,19.8,1
2013-04-02,218.49795058399997,19.4,0
2013-04-03,220.238633048,17.0,0
2013-04-04,219.281633586,20.4,0
2013-04-05,207.476703904,24.5,0
2013-04-06,185.822027212,27.9,0
2013-04-07,198.20454902799997,27.1,0
2013-04-08,223.801940826,22.9,0
2013-04-09,224.228683076,22.7,0
2013-04-10,224.256355878,24.4,0
2013-04-11,225.292830044,17.9,0
2013-04-12,215.4233428,24.0,0
2013-04-13,192.37273568599997,24.2,0
2013-04-14,199.458689864,22.4,0
2013-04-15,226.50668695000002,15.8,0
2013-04-16,225.83731071399998,19.9,0
2013-04-17,229.178805376,19.2,0
2013-04-18,231.531151068,17.9,0
2013-04-19,216.78135599,17.3,0
2013-04-20,193.90781348399997,18.4,0
2013-04-21,201.47805296599998,20.2,0
2013-04-22,229.17588838999998,17.0,0
2013-04-23,226.98439722799998,19.3,0
2013-04-24,216.189338928,20.3,1
2013-04-25,196.150136352,20.9,1
2013-04-26,204.28064365599997,23.1,0
2013-04-27,184.23715995600003,24.4,0
2013-04-28,202.82868769799998,19.1,0
2013-04-29,232.10648166,18.1,0
2013-04-30,235.77618860200002,19.1,0
2013-05-01,243.71732667,15.7,0
2013-05-02,235.87862127199998,18.2,0
2013-05-03,217.107051306,19.0,0
2013-05-04,199.512495656,17.0,0
2013-05-05,214.20439103200002,14.7,0
2013-05-06,234.39924666599998,18.8,0
2013-05-07,237.556231562,19.8,0
2013-05-08,229.97666001999997,22.6,0
2013-05-09,226.340859044,25.0,0
2013-05-10,214.83526604200003,24.5,0
2013-05-11,187.324696214,24.4,0
2013-05-12,198.07009407599998,21.8,0
2013-05-13,233.7356918,16.5,0
2013-05-14,244.361006856,13.2,0
2013-05-15,242.82428154200002,16.0,0
2013-05-16,247.263514012,15.4,0
2013-05-17,230.47832147200003,15.7,0
2013-05-18,210.492688498,14.3,0
2013-05-19,215.34562326600002,17.3,0
2013-05-20,252.06151008600003,13.8,0
2013-05-21,246.033329586,16.0,0
2013-05-22,253.26306410200002,15.1,0
2013-05-23,247.10026288600002,16.8,0
2013-05-24,230.58671577999996,15.9,0
2013-05-25,202.462330404,18.4,0
2013-05-26,215.54625033000002,16.1,0
2013-05-27,247.60434917400002,15.4,0
2013-05-28,244.187121782,18.3,0
2013-05-29,237.587680122,18.7,0
2013-05-30,243.761139822,16.3,0
2013-05-31,222.967378156,18.3,0
2013-06-01,205.94348160200002,16.1,0
2013-06-02,218.168675148,17.6,0
2013-06-03,246.652525944,15.2,0
2013-06-04,245.56265498599998,15.3,0
2013-06-05,248.313051234,14.1,0
2013-06-06,240.387519416,17.0,0
2013-06-07,234.38048901199997,15.8,0
2013-06-08,210.940437238,15.8,0
2013-06-09,211.71607802399998,14.3,1
2013-06-10,221.161261304,15.8,1
2013-06-11,249.769018576,14.8,0
2013-06-12,256.707428898,13.3,0
2013-06-13,255.71852681000001,12.9,0
2013-06-14,241.83350597,15.0,0
2013-06-15,217.436572584,14.6,0
2013-06-16,228.01628378,14.4,0
2013-06-17,260.797175504,12.1,0
2013-06-18,255.471327868,14.9,0
2013-06-19,259.762900066,14.8,0
2013-06-20,260.511847712,15.0,0
2013-06-21,242.269730964,14.7,0
2013-06-22,216.257622174,14.6,0
2013-06-23,230.191695502,14.1,0
2013-06-24,265.47626624599997,12.0,0
2013-06-25,257.873027218,17.0,0
2013-06-26,258.796231306,17.2,0
2013-06-27,253.60637925999998,16.8,0
2013-06-28,235.7291176,16.4,0
2013-06-29,217.255618184,14.3,0
2013-06-30,214.79816633,17.5,0
2013-07-01,240.63500146200002,17.9,0
2013-07-02,235.908596852,18.7,0
2013-07-03,239.02438215799995,15.5,0
2013-07-04,247.078881108,15.8,0
2013-07-05,235.143234952,13.4,0
2013-07-06,213.20962285,15.1,0
2013-07-07,226.84066823,13.4,0
2013-07-08,258.172031214,13.9,0
2013-07-09,262.21985947999997,13.8,0
2013-07-10,258.124219384,14.9,0
2013-07-11,258.561648162,15.7,0
2013-07-12,233.32748581599998,16.9,0
2013-07-13,211.99659834599998,15.1,0
2013-07-14,219.3862572,16.0,0
2013-07-15,238.22886881399998,19.3,0
2013-07-16,239.249346494,16.5,0
2013-07-17,234.44703810000001,18.8,0
2013-07-18,229.58229033799998,23.1,0
2013-07-19,224.42070304599997,16.8,0
2013-07-20,224.412768788,9.5,0
2013-07-21,231.096804508,10.2,0
2013-07-22,259.542431106,13.9,0
2013-07-23,257.03532463,13.5,0
2013-07-24,256.066265026,14.1,0
2013-07-25,258.448192152,11.6,0
2013-07-26,233.263783316,14.8,0
2013-07-27,205.63181778400002,13.8,0
2013-07-28,216.14786661800002,17.8,0
2013-07-29,233.20823047399998,18.9,0
2013-07-30,246.141566156,15.6,0
2013-07-31,246.859681536,15.0,0
2013-08-01,245.00016760000003,14.0,0
2013-08-02,241.986215384,13.8,0
2013-08-03,217.310198496,12.8,0
2013-08-04,220.62135992200004,14.0,0
2013-08-05,243.98076527799998,15.3,0
2013-08-06,247.19450654,16.7,0
2013-08-07,256.443160762,13.5,0
2013-08-08,251.52341732800002,14.6,0
2013-08-09,248.75172150799997,12.3,0
2013-08-10,203.41621949800003,17.5,0
2013-08-11,210.79127844200002,15.6,0
2013-08-12,247.929268988,14.3,0
2013-08-13,239.09512159599998,16.1,0
2013-08-14,253.382525762,14.1,0
2013-08-15,239.60683094,17.0,0
2013-08-16,220.29780351,17.3,0
2013-08-17,202.862365522,15.1,0
2013-08-18,215.869610948,17.3,0
2013-08-19,257.380256104,12.9,0
2013-08-20,257.475216622,12.9,0
2013-08-21,249.328277546,13.6,0
2013-08-22,248.276801988,15.1,0
2013-08-23,235.639541648,15.1,0
2013-08-24,204.30954307200003,16.6,0
2013-08-25,210.90386640199998,17.2,0
2013-08-26,233.16987818599998,18.9,0
2013-08-27,227.170057654,19.9,0
2013-08-28,222.017704912,22.1,0
2013-08-29,223.549469362,22.8,0
2013-08-30,208.10539105799998,19.1,0
2013-08-31,179.64622581400002,22.1,0
2013-09-01,187.08520697999998,22.6,0
2013-09-02,215.623396324,21.0,0
2013-09-03,217.12378449999997,24.4,0
2013-09-04,219.60649594,23.6,0
2013-09-05,224.99712851400002,19.4,0
2013-09-06,215.055968682,15.1,0
2013-09-07,189.351622032,19.4,0
2013-09-08,195.01714405599998,17.6,0
2013-09-09,216.87569928200003,22.7,0
2013-09-10,224.92970316999998,16.4,0
2013-09-11,228.29296437,17.5,0
2013-09-12,235.35707995599998,15.6,0
2013-09-13,222.263770394,15.4,0
2013-09-14,188.30698756200002,18.3,0
2013-09-15,191.90510124600002,21.0,0
2013-09-16,231.469724396,16.6,0
2013-09-17,222.13318463000002,19.3,0
2013-09-18,230.611553374,20.0,0
2013-09-19,231.39219082399998,16.8,0
2013-09-20,218.80669367000002,17.8,0
2013-09-21,186.64872529000002,18.9,0
2013-09-22,190.5293193,20.9,0
2013-09-23,214.22719866,23.2,0
2013-09-24,213.304603888,23.5,0
2013-09-25,215.057929664,24.2,0
2013-09-26,225.412375578,16.1,0
2013-09-27,204.467091862,20.0,0
2013-09-28,188.874140498,16.3,0
2013-09-29,186.166045566,20.8,0
2013-09-30,215.053601624,23.6,0
2013-10-01,220.27827206799998,17.2,0
2013-10-02,226.74611635199997,16.9,0
2013-10-03,224.37362105000003,16.2,0
2013-10-04,201.249424746,20.6,0
2013-10-05,181.51038059199996,24.9,0
2013-10-06,196.75827162999997,16.5,0
2013-10-07,215.586782558,17.5,0
2013-10-08,212.308216306,21.7,0
2013-10-09,216.136767176,26.6,0
2013-10-10,222.73841152199998,15.7,0
2013-10-11,198.125035232,20.6,0
2013-10-12,175.57352629800002,25.0,0
2013-10-13,205.78462041199998,16.2,0
2013-10-14,227.225561056,14.8,0
2013-10-15,216.46175866600004,19.1,0
2013-10-16,214.46532513399998,27.2,0
2013-10-17,226.397383938,15.3,0
2013-10-18,199.667101374,21.5,0
2013-10-19,179.224340574,26.1,0
2013-10-20,198.683416962,31.1,0
2013-10-21,224.25305067000002,17.2,0
2013-10-22,228.47486783399998,16.3,0
2013-10-23,228.02651766600002,15.0,0
2013-10-24,232.606250458,15.3,0
2013-10-25,214.62077989,15.5,0
2013-10-26,190.88164534599997,17.0,0
2013-10-27,203.89267560000002,17.6,0
2013-10-28,226.53882503399998,18.2,0
2013-10-29,226.25514425400002,17.7,0
2013-10-30,224.01999381999997,19.6,0
2013-10-31,219.89232213,17.8,0
2013-11-01,201.678339604,22.2,0
2013-11-02,181.660813998,25.4,0
2013-11-03,191.79661458599998,17.4,0
2013-11-04,196.13381338399998,17.5,1
2013-11-05,194.519734706,25.2,1
2013-11-06,226.51888148199998,30.3,0
2013-11-07,224.025054078,25.5,0
2013-11-08,211.43386878400003,18.2,0
2013-11-09,188.179418772,16.9,0
2013-11-10,198.26575736799998,17.8,0
2013-11-11,225.97890944600002,19.3,0
2013-11-12,234.50107618399997,15.7,0
2013-11-13,237.061994572,15.2,0
2013-11-14,226.11671502,16.8,0
2013-11-15,209.06130108,18.5,0
2013-11-16,184.348197112,17.8,0
2013-11-17,193.84922244199998,20.3,0
2013-11-18,222.904103064,27.5,0
2013-11-19,227.004827376,30.2,0
2013-11-20,222.540612832,18.6,0
2013-11-21,216.889874848,23.5,0
2013-11-22,202.29678331600002,22.5,0
2013-11-23,182.05187888999998,19.5,0
2013-11-24,192.19787292200002,19.2,0
2013-11-25,211.51006227,22.5,0
2013-11-26,222.130235754,28.4,0
2013-11-27,245.040198624,32.7,0
2013-11-28,221.51012552999998,21.1,0
2013-11-29,204.01371149800002,19.1,0
2013-11-30,178.599896912,22.9,0
2013-12-01,206.54764393600001,30.9,0
2013-12-02,256.861451332,35.4,0
2013-12-03,234.90943380200002,24.1,0
2013-12-04,218.428995792,18.3,0
