"","Date","State","Takings","Occupancy","CPI"
"109",13330,"New South Wales",551.930412,61.7,86.7
"110",13422,"New South Wales",619.482978,65.5,86.6
"111",13514,"New South Wales",619.024827,66.1,86.6
"112",13604,"New South Wales",533.278301,59.9,87.7
"113",13695,"New South Wales",615.632032,64,88.3
"114",13787,"New South Wales",650.192339,65.3,89.1
"115",13879,"New South Wales",672.035224,65.7,90.3
"116",13970,"New South Wales",580.080568,60.1,91.6
"117",14061,"New South Wales",626.106937,61.9,92.7
"118",14153,"New South Wales",649.086312,63.9,92.4
"119",14245,"New South Wales",623.723619,63.5,92.5
"120",14335,"New South Wales",524.913027,57.7,92.9
"121",14426,"New South Wales",581.185493,61.3,93.8
"122",14518,"New South Wales",667.880567,66.5,94.3
"123",14610,"New South Wales",661.848252,65.9,95.2
"124",14700,"New South Wales",575.03234,61,95.8
"125",14791,"New South Wales",644.633553,64.8,96.5
"126",14883,"New South Wales",713.635089,67.6,96.9
"127",14975,"New South Wales",713.880388,67.8,98.3
"128",15065,"New South Wales",619.832321,62.9,99.2
"129",15156,"New South Wales",666.925841,65.4,99.8
"130",15248,"New South Wales",735.683492,67.9,99.8
"131",15340,"New South Wales",733.641583,67.8,99.9
"132",15431,"New South Wales",639.935619,62.9,100.4
"133",15522,"New South Wales",698.027486,65.9,101.8
"134",15614,"New South Wales",757.941508,67.5,102
"135",15706,"New South Wales",733.461606,67,102.4
"136",15796,"New South Wales",662.688052,62.6,102.8
"137",15887,"New South Wales",703.267424,64.8,104
"138",15979,"New South Wales",796.918143,67.7,104.8
"139",16071,"New South Wales",777.156956,67.2,105.4
"140",16161,"New South Wales",677.233031,62.8,105.9
"141",16252,"New South Wales",753.697422,65.5,106.4
"142",16344,"New South Wales",870.406771,68.6,106.6
"143",16436,"New South Wales",869.391784,68.9,106.8
"144",16526,"New South Wales",750.172914,64.8,107.5
"145",16617,"New South Wales",818.213202,67.2,108
"146",16709,"New South Wales",945.495269,69.8,108.4
"147",16801,"New South Wales",933.916195,69.6,108.2
"148",16892,"New South Wales",801.440041,66.3,108.6
"149",10227,"Northern Territory",22.220195,44,67
"150",10317,"Northern Territory",29.265133,54,67.4
"151",10408,"Northern Territory",42.3539,71,67.5
"152",10500,"Northern Territory",30.003811,53,67.8
"153",10592,"Northern Territory",22.043629,42,67.8
"154",10682,"Northern Territory",33.049701,59,68.1
"155",10773,"Northern Territory",46.832676,78,68.7
"156",10865,"Northern Territory",36.919784,60,69.1
"157",10957,"Northern Territory",26.930802,47.7,69.7
"158",11048,"Northern Territory",38.215715,63,70.2
"159",11139,"Northern Territory",48.177667,69.4,72.9
"160",11231,"Northern Territory",35.815584,55.4,73.1
"161",11323,"Northern Territory",28.092168,44.9,73.9
"162",11413,"Northern Territory",39.040918,59.5,74.5
"163",11504,"Northern Territory",51.7899,73.3,74.7
"164",11596,"Northern Territory",34.411908,53.4,75.4
"165",11688,"Northern Territory",26.781852,43.1,76.1
"166",11778,"Northern Territory",36.638506,56,76.6
"167",11869,"Northern Territory",50.620345,70.8,77.1
"168",11961,"Northern Territory",36.182932,52.9,77.6
"169",12053,"Northern Territory",26.362166,42.3,78.6
"170",12143,"Northern Territory",36.241337,52.8,78.6
"171",12234,"Northern Territory",51.537438,71.3,79.1
"172",12326,"Northern Territory",34.350815,49.6,79.5
"173",12418,"Northern Territory",27.052951,41.8,80.2
"174",12509,"Northern Territory",40.681569,60,80.6
"175",12600,"Northern Territory",57.663496,76,80.9
"176",12692,"Northern Territory",39.491914,54.6,81.5
"177",12784,"Northern Territory",30.910963,46.3,82.1
"178",12874,"Northern Territory",46.41327,63.2,82.6
"179",12965,"Northern Territory",60.884704,75.9,83.4
"180",13057,"Northern Territory",39.971255,55.7,83.8
"181",13149,"Northern Territory",31.634998,47.7,84.5
"182",13239,"Northern Territory",47.974434,64.7,85.9
"183",13330,"Northern Territory",68.575777,75.9,86.7
"184",13422,"Northern Territory",47.008326,60.7,86.6
"185",13514,"Northern Territory",38.18077,52.3,86.6
"186",13604,"Northern Territory",53.437299,66,87.7
"187",13695,"Northern Territory",73.641954,78.1,88.3
"188",13787,"Northern Territory",52.241732,64,89.1
"189",13879,"Northern Territory",42.683157,55.3,90.3
"190",13970,"Northern Territory",60.458338,69,91.6
"191",14061,"Northern Territory",86.175849,78.2,92.7
"192",14153,"Northern Territory",55.422329,60.2,92.4
"193",14245,"Northern Territory",41.988245,49.7,92.5
"194",14335,"Northern Territory",70.290642,66.3,92.9
"195",14426,"Northern Territory",86.155791,74.3,93.8
"196",14518,"Northern Territory",55.315687,58.7,94.3
"197",14610,"Northern Territory",42.734502,52.2,95.2
"198",14700,"Northern Territory",70.588352,69.4,95.8
"199",14791,"Northern Territory",93.218136,79.8,96.5
"200",14883,"Northern Territory",58.474977,60.5,96.9
"201",14975,"Northern Territory",46.176352,51.8,98.3
"202",15065,"Northern Territory",70.475696,65.3,99.2
"203",15156,"Northern Territory",84.96277,74.6,99.8
"204",15248,"Northern Territory",56.797351,61.4,99.8
"205",15340,"Northern Territory",45.220988,53.1,99.9
"206",15431,"Northern Territory",73.797832,67.1,100.4
"207",15522,"Northern Territory",91.773423,74.1,101.8
"208",15614,"Northern Territory",65.223095,62.4,102
"209",15706,"Northern Territory",52.332901,54.8,102.4
"210",15796,"Northern Territory",79.878159,68.4,102.8
"211",15887,"Northern Territory",93.432998,74,104
"212",15979,"Northern Territory",62.624959,61,104.8
"213",16071,"Northern Territory",47.349486,52.4,105.4
"214",16161,"Northern Territory",75.200769,65.5,105.9
"215",16252,"Northern Territory",117.934682,75.1,106.4
"216",16344,"Northern Territory",69.784312,58.6,106.6
"217",16436,"Northern Territory",53.728198,50.6,106.8
"218",16526,"Northern Territory",82.894074,64.7,107.5
"219",16617,"Northern Territory",115.907478,74.3,108
"220",16709,"Northern Territory",68.244836,54.5,108.4
"221",16801,"Northern Territory",54.966064,48.1,108.2
"222",16892,"Northern Territory",89.942224,65.4,108.6
"223",10227,"Queensland",230.026682,54,67
"224",10317,"Queensland",218.680836,54,67.4
"225",10408,"Queensland",267.851582,64,67.5
"226",10500,"Queensland",278.907065,61,67.8
"227",10592,"Queensland",240.591543,55,67.8
"228",10682,"Queensland",235.234684,56,68.1
"229",10773,"Queensland",286.345556,65,68.7
"230",10865,"Queensland",287.924838,61,69.1
"231",10957,"Queensland",252.946095,54.7,69.7
"232",11048,"Queensland",252.756771,56.5,70.2
"233",11139,"Queensland",313.928189,61.8,72.9
"234",11231,"Queensland",326.517479,60.6,73.1
"235",11323,"Queensland",288.315476,55.9,73.9
"236",11413,"Queensland",280.21711,57.2,74.5
"237",11504,"Queensland",336.553321,65.2,74.7
"238",11596,"Queensland",329.697139,60,75.4
"239",11688,"Queensland",306.0461,58.4,76.1
"240",11778,"Queensland",282.589503,56.2,76.6
"241",11869,"Queensland",353.165557,66.7,77.1
"242",11961,"Queensland",361.237665,64.4,77.6
"243",12053,"Queensland",316.158923,58.6,78.6
"244",12143,"Queensland",313.207416,57.4,78.6
"245",12234,"Queensland",392.566688,69.3,79.1
"246",12326,"Queensland",412.907487,67.3,79.5
"247",12418,"Queensland",362.561324,61.8,80.2
"248",12509,"Queensland",347.05902,61.3,80.6
"249",12600,"Queensland",439.730588,73,80.9
"250",12692,"Queensland",427.38526,67.3,81.5
"251",12784,"Queensland",386.038631,62,82.1
"252",12874,"Queensland",378.39524,62,82.6
"253",12965,"Queensland",475.123471,72.3,83.4
"254",13057,"Queensland",461.511286,67.8,83.8
"255",13149,"Queensland",418.231166,63.8,84.5
"256",13239,"Queensland",411.069895,63,85.9
"257",13330,"Queensland",505.819725,73.4,86.7
"258",13422,"Queensland",515.417672,69.3,86.6
"259",13514,"Queensland",458.620384,65,86.6
"260",13604,"Queensland",445.375499,63,87.7
"261",13695,"Queensland",560.049881,72.5,88.3
"262",13787,"Queensland",552.2099,68.3,89.1
"263",13879,"Queensland",498.659492,61.4,90.3
"264",13970,"Queensland",465.545624,61.5,91.6
"265",14061,"Queensland",565.580308,69.6,92.7
"266",14153,"Queensland",556.271144,65.5,92.4
"267",14245,"Queensland",474.152683,58.3,92.5
"268",14335,"Queensland",451.329747,57.6,92.9
"269",14426,"Queensland",542.759362,67.3,93.8
"270",14518,"Queensland",538.195354,63.9,94.3
"271",14610,"Queensland",464.352144,57.4,95.2
"272",14700,"Queensland",461.46248,58.5,95.8
"273",14791,"Queensland",573.376001,68.9,96.5
"274",14883,"Queensland",562.067255,64.8,96.9
"275",14975,"Queensland",470.76284,58.1,98.3
"276",15065,"Queensland",488.682264,61,99.2
"277",15156,"Queensland",592.26006,70.5,99.8
"278",15248,"Queensland",586.802602,66.9,99.8
"279",15340,"Queensland",529.679836,62.3,99.9
"280",15431,"Queensland",519.332266,62.6,100.4
"281",15522,"Queensland",617.294564,71,101.8
"282",15614,"Queensland",604.566534,67,102
"283",15706,"Queensland",527.478946,61.2,102.4
"284",15796,"Queensland",515.465389,60.3,102.8
"285",15887,"Queensland",585.757261,67.1,104
"286",15979,"Queensland",575.428365,63.4,104.8
"287",16071,"Queensland",499.834003,58.6,105.4
"288",16161,"Queensland",493.930883,58.4,105.9
"289",16252,"Queensland",650.078592,67.3,106.4
"290",16344,"Queensland",666.480135,63.8,106.6
"291",16436,"Queensland",563.888325,58.6,106.8
"292",16526,"Queensland",548.987463,58.1,107.5
"293",16617,"Queensland",675.419835,67.5,108
"294",16709,"Queensland",665.879938,63.8,108.4
"295",16801,"Queensland",599.230463,59.8,108.2
"296",16892,"Queensland",574.56507,59.8,108.6
"297",10227,"South Australia",44.011467,59,67
"298",10317,"South Australia",40.372002,54,67.4
"299",10408,"South Australia",42.539387,54,67.5
"300",10500,"South Australia",49.829017,61,67.8
"301",10592,"South Australia",45.490181,58,67.8
"302",10682,"South Australia",44.448449,55,68.1
"303",10773,"South Australia",44.036714,55,68.7
"304",10865,"South Australia",51.009705,58,69.1
"305",10957,"South Australia",50.433301,58,69.7
"306",11048,"South Australia",49.254021,56.4,70.2
"307",11139,"South Australia",50.109599,53.5,72.9
"308",11231,"South Australia",54.859588,56.8,73.1
"309",11323,"South Australia",55.529649,58.4,73.9
"310",11413,"South Australia",52.096361,54.1,74.5
"311",11504,"South Australia",50.44227,53.5,74.7
"312",11596,"South Australia",55.817042,57.2,75.4
"313",11688,"South Australia",58.242598,59.8,76.1
"314",11778,"South Australia",52.922752,54.3,76.6
"315",11869,"South Australia",54.853732,54.9,77.1
"316",11961,"South Australia",64.897721,61.1,77.6
"317",12053,"South Australia",59.135157,55.3,78.6
"318",12143,"South Australia",56.754168,52.4,78.6
"319",12234,"South Australia",60.545766,55.3,79.1
"320",12326,"South Australia",68.257905,59.2,79.5
"321",12418,"South Australia",68.60629,58.9,80.2
"322",12509,"South Australia",60.906692,53.5,80.6
"323",12600,"South Australia",62.678868,56,80.9
"324",12692,"South Australia",71.221323,61.4,81.5
"325",12784,"South Australia",70.527241,60.6,82.1
"326",12874,"South Australia",63.113825,56,82.6
"327",12965,"South Australia",67.91764,57.8,83.4
"328",13057,"South Australia",74.42612,61.6,83.8
"329",13149,"South Australia",79.946391,64.2,84.5
"330",13239,"South Australia",71.799624,59.6,85.9
"331",13330,"South Australia",74.864361,61.8,86.7
"332",13422,"South Australia",80.481809,64.4,86.6
"333",13514,"South Australia",86.407502,66.3,86.6
"334",13604,"South Australia",77.937822,62.5,87.7
"335",13695,"South Australia",80.110761,62.9,88.3
"336",13787,"South Australia",89.67444,65.4,89.1
"337",13879,"South Australia",93.219785,65.7,90.3
"338",13970,"South Australia",84.010356,61,91.6
"339",14061,"South Australia",86.415379,61.1,92.7
"340",14153,"South Australia",94.323975,64.4,92.4
"341",14245,"South Australia",94.337976,62.5,92.5
"342",14335,"South Australia",84.794222,59.6,92.9
"343",14426,"South Australia",86.182542,61.3,93.8
"344",14518,"South Australia",93.659337,62.3,94.3
"345",14610,"South Australia",99.664814,65,95.2
"346",14700,"South Australia",89.223744,61.1,95.8
"347",14791,"South Australia",88.843855,61.1,96.5
"348",14883,"South Australia",102.894864,64.4,96.9
"349",14975,"South Australia",99.705067,63.2,98.3
"350",15065,"South Australia",97.513493,62.4,99.2
"351",15156,"South Australia",95.874514,60.6,99.8
"352",15248,"South Australia",106.096922,64.8,99.8
"353",15340,"South Australia",113.858173,65.4,99.9
"354",15431,"South Australia",95.620381,59.8,100.4
"355",15522,"South Australia",98.776447,62.1,101.8
"356",15614,"South Australia",108.938441,64.2,102
"357",15706,"South Australia",106.25998,62.3,102.4
"358",15796,"South Australia",91.468021,57.2,102.8
"359",15887,"South Australia",93.769911,59.1,104
"360",15979,"South Australia",112.58599,63.5,104.8
"361",16071,"South Australia",113.164301,63.4,105.4
"362",16161,"South Australia",96.840409,59,105.9
"363",16252,"South Australia",102.973255,59.9,106.4
"364",16344,"South Australia",120.019579,64.4,106.6
"365",16436,"South Australia",121.15573,62.8,106.8
"366",16526,"South Australia",104.343923,59.4,107.5
"367",16617,"South Australia",104.590806,59,108
"368",16709,"South Australia",126.971924,64.3,108.4
"369",16801,"South Australia",125.004214,63.4,108.2
"370",16892,"South Australia",109.573137,60.9,108.6
"371",10227,"Tasmania",28.69907,67,67
"372",10317,"Tasmania",19.017513,45,67.4
"373",10408,"Tasmania",16.105563,39,67.5
"374",10500,"Tasmania",25.886178,56,67.8
"375",10592,"Tasmania",28.351295,66,67.8
"376",10682,"Tasmania",20.125435,48,68.1
"377",10773,"Tasmania",17.292387,41,68.7
"378",10865,"Tasmania",24.293393,56,69.1
"379",10957,"Tasmania",30.046385,66.2,69.7
"380",11048,"Tasmania",21.701735,49.7,70.2
"381",11139,"Tasmania",18.05158,37.8,72.9
"382",11231,"Tasmania",26.363916,53.6,73.1
"383",11323,"Tasmania",33.722305,68.2,73.9
"384",11413,"Tasmania",21.755442,45.6,74.5
"385",11504,"Tasmania",17.925615,38.3,74.7
"386",11596,"Tasmania",26.86208,53.3,75.4
"387",11688,"Tasmania",32.424395,65.7,76.1
"388",11778,"Tasmania",22.298423,47.5,76.6
"389",11869,"Tasmania",19.276394,39.6,77.1
"390",11961,"Tasmania",31.211383,59.2,77.6
"391",12053,"Tasmania",37.916057,70.3,78.6
"392",12143,"Tasmania",28.712324,51,78.6
"393",12234,"Tasmania",24.060809,43.1,79.1
"394",12326,"Tasmania",37.137508,61.8,79.5
"395",12418,"Tasmania",46.026361,74.5,80.2
"396",12509,"Tasmania",31.451553,51.5,80.6
"397",12600,"Tasmania",25.917468,43,80.9
"398",12692,"Tasmania",40.83466,61.9,81.5
"399",12784,"Tasmania",48.749395,72.8,82.1
"400",12874,"Tasmania",34.487889,52.1,82.6
"401",12965,"Tasmania",29.881835,44.3,83.4
"402",13057,"Tasmania",44.111712,61.6,83.8
"403",13149,"Tasmania",53.282426,74,84.5
"404",13239,"Tasmania",35.671778,51.1,85.9
"405",13330,"Tasmania",30.261895,44.1,86.7
"406",13422,"Tasmania",47.726312,61.2,86.6
"407",13514,"Tasmania",55.236373,71.9,86.6
"408",13604,"Tasmania",37.60625,52.4,87.7
"409",13695,"Tasmania",34.889723,48.8,88.3
"410",13787,"Tasmania",50.254396,64.1,89.1
"411",13879,"Tasmania",59.952073,74.3,90.3
"412",13970,"Tasmania",39.958007,53.7,91.6
"413",14061,"Tasmania",35.45075,47.2,92.7
"414",14153,"Tasmania",52.540182,64.2,92.4
"415",14245,"Tasmania",60.951093,75.1,92.5
"416",14335,"Tasmania",42.94415,55.1,92.9
"417",14426,"Tasmania",37.825654,50.4,93.8
"418",14518,"Tasmania",51.47122,63.3,94.3
"419",14610,"Tasmania",58.717123,72.7,95.2
"420",14700,"Tasmania",41.397494,52.9,95.8
"421",14791,"Tasmania",39.101532,49.6,96.5
"422",14883,"Tasmania",54.259274,62.6,96.9
"423",14975,"Tasmania",64.020791,72.5,98.3
"424",15065,"Tasmania",43.873722,52.9,99.2
"425",15156,"Tasmania",36.93898,47.1,99.8
"426",15248,"Tasmania",55.816048,63.5,99.8
"427",15340,"Tasmania",64.50311,71.4,99.9
"428",15431,"Tasmania",42.883665,52.2,100.4
"429",15522,"Tasmania",37.787631,46.6,101.8
"430",15614,"Tasmania",57.282484,61.9,102
"431",15706,"Tasmania",66.432639,70.6,102.4
"432",15796,"Tasmania",44.331181,52.1,102.8
"433",15887,"Tasmania",39.437653,46.8,104
"434",15979,"Tasmania",59.506282,63,104.8
"435",16071,"Tasmania",70.164765,72.2,105.4
"436",16161,"Tasmania",47.482605,51.8,105.9
"437",16252,"Tasmania",41.395278,47.4,106.4
"438",16344,"Tasmania",65.366674,64.7,106.6
"439",16436,"Tasmania",78.24405,75.6,106.8
"440",16526,"Tasmania",50.147127,53.8,107.5
"441",16617,"Tasmania",45.719491,52.5,108
"442",16709,"Tasmania",71.994287,69.5,108.4
"443",16801,"Tasmania",84.515236,79.6,108.2
"444",16892,"Tasmania",55.588922,59.5,108.6
"445",10227,"Victoria",174.184585,62,67
"446",10317,"Victoria",151.633076,55,67.4
"447",10408,"Victoria",159.626821,54,67.5
"448",10500,"Victoria",181.048944,60,67.8
"449",10592,"Victoria",193.999857,64,67.8
"450",10682,"Victoria",168.554089,57,68.1
"451",10773,"Victoria",174.380744,56,68.7
"452",10865,"Victoria",190.403885,60,69.1
"453",10957,"Victoria",212.986004,62.3,69.7
"454",11048,"Victoria",185.332423,57.1,70.2
"455",11139,"Victoria",207.430135,56.2,72.9
"456",11231,"Victoria",217.262831,59.4,73.1
"457",11323,"Victoria",241.401099,62.1,73.9
"458",11413,"Victoria",202.556382,55.1,74.5
"459",11504,"Victoria",214.141447,55.5,74.7
"460",11596,"Victoria",220.976848,58.7,75.4
"461",11688,"Victoria",230.113325,60.6,76.1
"462",11778,"Victoria",193.003665,53.7,76.6
"463",11869,"Victoria",211.041028,54.9,77.1
"464",11961,"Victoria",232.760511,59.9,77.6
"465",12053,"Victoria",237.632895,60.7,78.6
"466",12143,"Victoria",206.134053,53.4,78.6
"467",12234,"Victoria",228.759923,56.7,79.1
"468",12326,"Victoria",258.539947,61.2,79.5
"469",12418,"Victoria",260.314635,61.6,80.2
"470",12509,"Victoria",222.572544,56.5,80.6
"471",12600,"Victoria",251.012873,60,80.9
"472",12692,"Victoria",258.122577,62.1,81.5
"473",12784,"Victoria",291.678141,66.3,82.1
"474",12874,"Victoria",249.554159,59.4,82.6
"475",12965,"Victoria",273.252198,60,83.4
"476",13057,"Victoria",289.807348,63.7,83.8
"477",13149,"Victoria",326.866722,66.4,84.5
"478",13239,"Victoria",281.640351,61.1,85.9
"479",13330,"Victoria",300.201344,60.9,86.7
"480",13422,"Victoria",330.008362,66.2,86.6
"481",13514,"Victoria",349.86849,69,86.6
"482",13604,"Victoria",301.111689,61.6,87.7
"483",13695,"Victoria",336.516352,63.7,88.3
"484",13787,"Victoria",353.182617,65.8,89.1
"485",13879,"Victoria",378.521019,67.5,90.3
"486",13970,"Victoria",341.596327,63,91.6
"487",14061,"Victoria",349.072077,62.7,92.7
"488",14153,"Victoria",364.246057,65.4,92.4
"489",14245,"Victoria",367.653578,65.5,92.5
"490",14335,"Victoria",318.465833,59.7,92.9
"491",14426,"Victoria",338.388301,59.1,93.8
"492",14518,"Victoria",365.595299,64.8,94.3
"493",14610,"Victoria",381.16363,66.2,95.2
"494",14700,"Victoria",344.133098,60.8,95.8
"495",14791,"Victoria",380.001303,63.3,96.5
"496",14883,"Victoria",411.270099,67.6,96.9
"497",14975,"Victoria",414.350548,67.4,98.3
"498",15065,"Victoria",376.001283,63.2,99.2
"499",15156,"Victoria",404.071312,64.2,99.8
"500",15248,"Victoria",424.01127,67.4,99.8
"501",15340,"Victoria",446.001514,68.4,99.9
"502",15431,"Victoria",384.200396,62.4,100.4
"503",15522,"Victoria",416.696595,63.5,101.8
"504",15614,"Victoria",449.142083,67.6,102
"505",15706,"Victoria",464.535611,69.8,102.4
"506",15796,"Victoria",405.268187,63.4,102.8
"507",15887,"Victoria",443.611161,65.2,104
"508",15979,"Victoria",471.384794,68.6,104.8
"509",16071,"Victoria",479.003436,70.3,105.4
"510",16161,"Victoria",420.362867,64.8,105.9
"511",16252,"Victoria",503.181339,66.1,106.4
"512",16344,"Victoria",556.876593,70.7,106.6
"513",16436,"Victoria",588.254703,72.1,106.8
"514",16526,"Victoria",488.149341,66.1,107.5
"515",16617,"Victoria",516.463122,68.7,108
"516",16709,"Victoria",580.919446,73.5,108.4
"517",16801,"Victoria",586.26926,73.4,108.2
"518",16892,"Victoria",490.278377,68.5,108.6
"519",10227,"Western Australia",82.827214,58,67
"520",10317,"Western Australia",77.792571,54,67.4
"521",10408,"Western Australia",88.736978,60,67.5
"522",10500,"Western Australia",87.119685,58,67.8
"523",10592,"Western Australia",82.785724,56,67.8
"524",10682,"Western Australia",81.38038,53,68.1
"525",10773,"Western Australia",90.243157,59,68.7
"526",10865,"Western Australia",94.014197,58,69.1
"527",10957,"Western Australia",89.8012,54.5,69.7
"528",11048,"Western Australia",88.118172,54.4,70.2
"529",11139,"Western Australia",96.222059,53.9,72.9
"530",11231,"Western Australia",106.138852,57.2,73.1
"531",11323,"Western Australia",98.564335,54.4,73.9
"532",11413,"Western Australia",90.340842,52.1,74.5
"533",11504,"Western Australia",94.96994,54.6,74.7
"534",11596,"Western Australia",99.15331,55,75.4
"535",11688,"Western Australia",99.096563,54.9,76.1
"536",11778,"Western Australia",89.018092,50.5,76.6
"537",11869,"Western Australia",102.336909,56.4,77.1
"538",11961,"Western Australia",111.401794,59.3,77.6
"539",12053,"Western Australia",106.418776,56.6,78.6
"540",12143,"Western Australia",104.182308,54.3,78.6
"541",12234,"Western Australia",119.710423,59.7,79.1
